Year,Rank,"Pos
Rank",,Player,,,,,,,,
2018,44,5,4.8,"Allen, Josh (BUF, QB, Age: 22)® (R44)",217.33,217.33,200,239,"200, 213, 239 (3)","Mar: 221.43, Apr: 222.00, May: 222.00, Jun: 225.00, Jul: 230.00, Aug: 217.33, Sep: 206.00, Oct: 206.00, Nov: 227.50, Dec: 177.00 ( 50 )",,
2018,45,20,4.9,"Quinn, Trey (WAS, WR, Age: 23)® (R45)",221,221,221,221,221 (1),"Mar: 239.00, Apr: 215.00, Jun: 233.33, Jul: 225.33, Aug: 221.00, Nov: 219.00, Dec: 228.25",,
2018,46,5,4.1,"Andrews, Mark (BAL, TE, Age: 22)® (R46)",222.33,222.33,210,233,"210, 224, 233 (3)","Mar: 147.25, Apr: 172.17, May: 198.33, Jun: 198.83, Jul: 228.50, Aug: 222.33, Sep: 222.00, Oct: 198.25, Nov: 209.25, Dec: 179.75 ( 29 )",,
2018,47,17,4.11,"Scott, Boston (NOS, RB, Age: 23)® (R47)",227,227,214,240,"214, 240 (2)","Jul: 220.00, Aug: 227.00, Dec: 223.00",,
2018,48,18,4.12,"Scarbrough, Bo (DAL, RB, Age: 22)® (R48)",228,228,228,228,228 (1),"Mar: 164.63, Apr: 175.50, May: 210.20, Jul: 230.33, Aug: 228.00",,
2018,49,19,5.1,"Walton, Mark (CIN, RB)® (R49)",228.25,228.25,218,239,"218, 226, 230, 239 (4)","Mar: 144.75, Apr: 146.00, May: 200.33, Jun: 201.50, Jul: 204.00, Aug: 228.25, Oct: 211.00, Nov: 213.50, Dec: 211.00",,
2018,50,21,5.2,"Berrios, Braxton (NEP, WR, Age: 23)® (R50)",229,229,229,229,229 (1),"Jun: 224.00, Jul: 226.67, Aug: 229.00, Oct: 227.00",,
2018,51,6,5.3,"Thomas, Ian (CAR, TE, Age: 22)® (R51)",237,237,237,237,237 (1),"May: 232.00, Jun: 231.50, Jul: 238.50, Aug: 237.00, Oct: 207.00, Dec: 183.25",,
2018,52,20,5.4,"Lindsay, Phillip (DEN, RB)® (R52)",238,238,238,238,238 (1),"Aug: 238.00, Oct: 101.50, Nov: 68.00, Dec: 42.00 ( 26 )",,
2018,53,7,5.5,"Fumagalli, Troy (DEN, TE)® (R53)",238,238,238,238,238 (1),"Mar: 204.33, May: 227.00, Aug: 238.00",,
2019,1,1,1.1,"Jacobs, Josh (OAK, RB, Age: 21)® (R1)",31.83,31.83,31.5,"30, 30, 31, 32, 33, 35 (6)","Feb: 62.00, Mar: 52.83, Apr: 57.00, May: 36.67, Jun: 28.50, Jul: 31.33, Aug: 31.83, Sep: 30.17, Oct: 28.75, Nov: 23.50, Dec: 16.00",162,150,138
2019,2,2,1.2,"Montgomery, David (CHI, RB, Age: 22)® (R2)",40.33,40.33,41,"34, 37, 41, 42, 44, 44 (6)","Feb: 57.50, Mar: 62.00, Apr: 72.83, May: 64.00, Jun: 46.50, Jul: 45.33, Aug: 40.33, Sep: 36.50, Oct: 45.25, Nov: 34.25, Dec: 53.50 ( 19 )",178,163,148
2019,3,3,1.3,"Sanders, Miles (PHI, RB, Age: 22)® (R3)",59,59,57,"53, 55, 55, 59, 59, 73 (6)","Feb: 142.67, Mar: 88.50, Apr: 68.33, May: 52.17, Jun: 48.00, Jul: 52.50, Aug: 59.00, Sep: 44.83, Oct: 50.00, Nov: 52.25, Dec: 52.25",95,84,72
2019,4,1,1.4,"Harry, N'Keal (NEP, WR, Age: 21)® (R4)",63.33,63.33,65,"45, 56, 58, 72, 74, 75 (6)","Feb: 50.83, Mar: 43.33, Apr: 51.33, May: 43.17, Jun: 42.33, Jul: 46.83, Aug: 63.33, Sep: 70.17, Oct: 67.75, Nov: 73.50, Dec: 46.25 ( 27 )",0,0,0
2019,5,4,1.5,"Henderson, Darrell (LAR, RB, Age: 22)® (R5)",77.5,77.5,78.25,"60, 74, 79, 80, 80, 92 (6)","Feb: 87.00, Mar: 87.83, Apr: 79.83, May: 102.00, Jun: 70.50, Jul: 69.50, Aug: 77.50, Sep: 81.17, Oct: 126.25, Nov: 93.75, Dec: 105.75",0,0,0
2019,6,2,1.6,"Metcalf, DK (SEA, WR, Age: 22)® (R6)",81,81,80.75,"72, 75, 79, 81, 88, 91 (6)","Feb: 52.33, Mar: 43.67, Apr: 66.50, May: 66.33, Jun: 68.33, Jul: 78.17, Aug: 81.00, Sep: 76.67, Oct: 56.75, Nov: 68.50, Dec: 45.25 ( 23 )",150,132,114
2019,7,3,1.7,"Brown, A.J. (TEN, WR)® (R7)",89.67,89.67,86.25,"76, 78, 82, 84, 101, 117 (6)","Feb: 71.83, Mar: 60.67, Apr: 62.00, May: 72.33, Jun: 70.67, Jul: 76.67, Aug: 89.67, Sep: 87.50, Oct: 61.50, Nov: 57.50, Dec: 49.50",85,68,51
2019,8,4,1.8,"Campbell, Parris (IND, WR, Age: 22)® (R8)",92.5,92.5,91,"78, 85, 85, 90, 104, 113 (6)","Feb: 155.83, Mar: 138.33, Apr: 120.67, May: 87.17, Jun: 77.17, Jul: 86.50, Aug: 92.50, Sep: 108.33, Oct: 113.50, Nov: 111.75, Dec: 102.75",64,50,37
2019,9,1,1.9,"Hockenson, T.J. (DET, TE, Age: 22)® (R9)",92.67,92.67,90.75,"75, 83, 92, 94, 94, 118 (6)","Feb: 132.83, Mar: 126.33, Apr: 98.67, May: 90.50, Jun: 82.00, Jul: 91.83, Aug: 92.67, Sep: 91.17, Oct: 78.00, Nov: 84.25, Dec: 82.50",106,88,71
2019,10,5,1.1,"Harris, Damien (NEP, RB, Age: 22)® (R10)",95.33,95.33,93.5,"84, 87, 89, 91, 107, 114 (6)","Feb: 122.83, Mar: 92.83, Apr: 103.00, May: 113.33, Jun: 104.33, Jul: 97.33, Aug: 95.33, Sep: 105.50, Oct: 121.50, Nov: 122.00, Dec: 143.00 ( 21 )",13,10,8
2019,11,1,1.11,"Murray, Kyler (ARI, QB, Age: 22)® (R11)",98,98,98.75,"90, 95, 98, 99, 103, 103 (6)","Feb: 201.00, Mar: 187.17, Apr: 135.17, May: 106.00, Jun: 107.67, Jul: 88.00, Aug: 98.00, Sep: 97.17, Oct: 113.75, Nov: 91.75, Dec: 64.25 ( 27 )",182,182,182
2019,12,5,1.12,"Arcega-Whiteside, JJ (PHI, WR)® (R12)",108.17,108.17,111.25,"88, 109, 109, 113, 114, 116 (6)","Feb: 116.33, Mar: 137.83, Apr: 101.33, May: 96.33, Jun: 106.83, Jul: 100.67, Aug: 108.17, Sep: 95.50, Oct: 108.00, Nov: 98.75, Dec: 110.00",16,12,7
2019,13,6,2.1,"Samuel, Deebo (SFO, WR, Age: 23)® (R13)",109,109,110.25,"85, 91, 105, 122, 123, 128 (6)","Feb: 139.83, Mar: 136.33, Apr: 126.33, May: 89.83, Jun: 96.33, Jul: 105.33, Aug: 109.00, Sep: 109.17, Oct: 96.00, Nov: 121.75, Dec: 70.75 ( 51 )",86,68,50
2019,14,2,2.2,"Fant, Noah (DEN, TE, Age: 22)® (R14)",112.17,112.17,113.25,"99, 108, 110, 116, 119, 121 (6)","Feb: 113.00, Mar: 83.50, Apr: 97.67, May: 92.33, Jun: 87.83, Jul: 99.50, Aug: 112.17, Sep: 111.83, Oct: 115.25, Nov: 111.00, Dec: 99.25",75,57,40
2019,15,7,2.3,"Brown, Marquise (BAL, WR, Age: 22)® (R15)",116.33,116.33,116,"101, 107, 114, 119, 124, 133 (6)","Feb: 118.17, Mar: 118.00, Apr: 113.00, May: 102.00, Jun: 102.50, Jul: 119.33, Aug: 116.33, Sep: 135.00, Oct: 62.25, Nov: 86.50, Dec: 70.00 ( 16 )",189,162,135
2019,16,6,2.4,"Hill, Justice (BAL, RB, Age: 22)® (R16)",118.33,118.33,119.75,"100, 114, 118, 120, 127, 131 (6)","Feb: 178.33, Mar: 161.83, Apr: 141.50, May: 127.83, Jun: 106.83, Jul: 114.33, Aug: 118.33, Sep: 104.50, Oct: 111.25, Nov: 119.25, Dec: 130.50",25,22,18
2019,17,7,2.5,"Singletary, Devin (BUF, RB, Age: 22)® (R17)",121.17,121.17,122.5,"107, 114, 121, 125, 130, 130 (6)","Feb: 108.50, Mar: 137.33, Apr: 140.67, May: 116.67, Jun: 114.83, Jul: 124.00, Aug: 121.17, Sep: 62.67, Oct: 74.75, Nov: 63.75, Dec: 55.50",144,132,120
2019,18,8,2.6,"Isabella, Andy (ARI, WR)® (R18)",121.67,121.67,121.25,"105, 110, 112, 124, 139, 140 (6)","Feb: 188.50, Mar: 164.33, Apr: 134.17, May: 106.00, Jun: 110.83, Jul: 115.67, Aug: 121.67, Sep: 134.67, Oct: 131.00, Nov: 140.00, Dec: 133.00",5,3,2
2019,19,9,2.7,"Hardman, Mecole (KCC, WR, Age: 21)® (R19)",137.17,137.17,137.75,"123, 136, 136, 137, 142, 149 (6)","Mar: 230.33, Apr: 230.50, May: 98.00, Jun: 90.00, Jul: 118.33, Aug: 137.17, Sep: 120.17, Oct: 93.50, Nov: 81.50, Dec: 68.00 ( 13 )",100,86,73
2019,20,8,2.8,"Mattison, Alexander (MIN, RB)® (R20)",140.67,140.67,140.75,"125, 128, 133, 147, 155, 156 (6)","May: 151.50, Jun: 141.17, Jul: 145.17, Aug: 140.67, Sep: 126.33, Oct: 127.00, Nov: 115.75, Dec: 115.00",68,64,59
2019,21,10,2.9,"Boykin, Miles (BAL, WR)® (R21)",152.83,152.83,156.25,"124, 146, 157, 158, 164, 168 (6)","Feb: 240.83, Mar: 213.83, Apr: 172.00, May: 147.83, Jun: 168.33, Jul: 161.67, Aug: 152.83, Sep: 140.50, Oct: 141.00, Nov: 179.25, Dec: 156.00 ( 23 )",16,15,13
2019,22,11,2.1,"McLaurin, Terry (WAS, WR, Age: 23)® (R22)",153,153,151.5,"142, 145, 152, 152, 157, 170 (6)","Feb: 224.83, Mar: 231.83, Apr: 214.83, May: 181.33, Jun: 168.50, Jul: 185.83, Aug: 153.00, Sep: 155.00, Oct: 77.75, Nov: 61.25, Dec: 53.25",156,130,105
2019,23,12,2.11,"Butler, Hakeem (ARI, WR, Age: 23)® (R23)",155.67,155.67,157.25,"117, 139, 159, 165, 166, 188 (6)","Feb: 72.33, Mar: 52.67, Apr: 50.17, May: 87.00, Jun: 118.33, Jul: 123.33, Aug: 155.67, Sep: 213.17, Oct: 205.50, Nov: 192.25, Dec: 178.50 ( 14 )",0,0,0
2019,24,9,2.12,"Thompson, Darwin (KCC, RB)® (R24)",159.83,159.83,161.25,"135, 150, 152, 168, 175, 179 (6)","May: 168.33, Jun: 163.17, Jul: 174.50, Aug: 159.83, Sep: 120.00, Oct: 134.50, Nov: 170.00, Dec: 157.50 ( 12 )",5,3,2
2019,25,3,3.1,"Smith Jr., Irv (MIN, TE, Age: 21)® (R25)",161.67,161.67,159.25,"136, 144, 148, 167, 178, 197 (6)","Feb: 165.00, Mar: 159.50, Apr: 134.50, May: 138.17, Jun: 132.83, Jul: 153.33, Aug: 161.67, Sep: 160.67, Oct: 144.50, Nov: 137.75, Dec: 134.75",37,30,22
2019,26,13,3.2,"Johnson, Diontae (PIT, WR)® (R26)",163.5,163.5,164.5,"149, 157, 165, 167, 169, 174 (6)","May: 156.17, Jun: 140.50, Jul: 161.17, Aug: 163.50, Sep: 196.00, Oct: 129.75, Nov: 112.00, Dec: 117.75",42,36,29
2019,27,14,3.3,"Johnson, KeeSean (ARI, WR, Age: 23)® (R27)",175.17,175.17,174.5,"159, 163, 174, 177, 184, 194 (6)","Feb: 179.00, Mar: 224.17, Apr: 229.00, May: 234.83, Jun: 231.50, Aug: 175.17, Sep: 178.17, Oct: 156.00, Nov: 215.75, Dec: 184.25 ( 31 )",57,44,30
2019,28,10,3.4,"Snell, Benny (PIT, RB, Age: 21)® (R28)",186.17,186.17,185,"153, 177, 182, 184, 197, 224 (6)","Feb: 156.67, Mar: 174.67, Apr: 182.67, May: 181.83, Jun: 181.00, Jul: 177.67, Aug: 186.17, Sep: 228.83, Oct: 220.50, Nov: 225.75, Dec: 166.50 ( 59 )",10,9,8
2019,29,11,3.5,"Williams, Dexter (GBP, RB)® (R29)",186.17,186.17,185.5,"162, 172, 172, 199, 199, 213 (6)","Feb: 223.67, May: 189.83, Jun: 173.83, Jul: 180.33, Aug: 186.17, Sep: 229.33, Oct: 230.25, Nov: 239.50, Dec: 238.25",15,13,11
2019,30,12,3.6,"Pollard, Tony (DAL, RB)® (R30)",187.83,187.83,185.5,"179, 183, 185, 186, 188, 206 (6)","Feb: 227.33, May: 234.50, Jun: 210.00, Jul: 205.50, Aug: 187.83, Sep: 128.17, Oct: 108.25, Nov: 132.50, Dec: 124.75",65,59,54
2019,31,2,3.7,"Haskins, Dwayne (WAS, QB, Age: 22)® (R31)",193,193,193,"180, 186, 190, 192, 204, 206 (6)","Feb: 223.50, Mar: 203.33, Apr: 196.50, May: 194.00, Jun: 182.33, Jul: 211.17, Aug: 193.00, Sep: 214.67, Oct: 211.25, Nov: 197.50, Dec: 204.75",-6,-6,-6
2019,32,13,3.8,"Love, Bryce (WAS, RB, Age: 22)® (R32)",196.5,196.5,196.5,"169, 173, 185, 209, 219, 224 (6)","Feb: 207.17, Mar: 187.83, Apr: 194.00, May: 188.67, Jun: 183.67, Jul: 213.83, Aug: 196.50, Sep: 222.33, Oct: 199.00, Nov: 233.75, Dec: 204.00 ( 30 )",0,0,0
2019,33,14,3.9,"Armstead, Ryquell (JAC, RB)® (R33)",199.17,199.17,201.75,"171, 196, 199, 199, 213, 217 (6)","Feb: 238.50, Mar: 235.00, Apr: 236.83, May: 196.33, Jun: 166.67, Jul: 181.50, Aug: 199.17, Sep: 176.83, Oct: 153.00, Nov: 175.50, Dec: 166.25",49,44,39
2019,34,15,3.1,"Renfrow, Hunter (OAK, WR, Age: 23)® (R34)",199.67,199.67,199.5,"172, 184, 191, 197, 226, 228 (6)","Feb: 239.33, May: 229.00, Jun: 238.17, Jul: 240.83, Aug: 199.67, Sep: 159.50, Oct: 187.00, Nov: 170.00, Dec: 155.75 ( 14 )",81,61,42
2019,35,4,3.11,"Sternberger, Jace (GBP, TE)® (R35)",202.17,202.17,203.25,"177, 201, 202, 205, 205, 223 (6)","Feb: 238.50, Mar: 218.50, Apr: 212.67, May: 145.67, Jun: 152.17, Jul: 184.17, Aug: 202.17, Sep: 226.50, Oct: 200.50, Nov: 219.25, Dec: 188.50 ( 31 )",15,12,8
2019,36,16,3.12,"Williams, Preston (MIA, WR)® (R36)",208.5,208.5,205.75,"194, 201, 204, 206, 212, 234 (6)","Feb: 230.83, Mar: 224.00, Apr: 230.83, Jun: 212.33, Jul: 224.67, Aug: 208.50, Sep: 157.67, Oct: 124.75, Nov: 133.75, Dec: 99.75 ( 34 )",73,59,45
2019,37,5,4.1,"Knox, Dawson (BUF, TE, Age: 23)® (R37)",211.83,211.83,213.25,"185, 207, 210, 214, 222, 233 (6)","Apr: 235.50, May: 239.50, Jun: 204.33, Jul: 210.50, Aug: 211.83, Sep: 228.00, Oct: 167.25, Nov: 181.50, Dec: 171.50",55,46,38
2019,38,17,4.2,"Hurd, Jalen (SFO, WR, Age: 23)® (R38)",215.67,215.67,215.25,"205, 207, 208, 221, 225, 228 (6)","Feb: 233.00, Mar: 240.67, Apr: 233.00, May: 193.67, Jun: 178.33, Jul: 200.33, Aug: 215.67, Sep: 184.83, Oct: 193.00, Nov: 200.00, Dec: 180.75 ( 19 )",16,12,8
2019,39,3,4.3,"Jones, Daniel (NYG, QB, Age: 22)® (R39)",221.5,217.6,216.67,"203, 208, 220, 222, 235 (5)","May: 232.17, Jun: 233.50, Jul: 233.17, Aug: 221.50, Sep: 189.67, Oct: 158.00, Nov: 176.00, Dec: 173.50",209,209,209
2019,40,15,4.4,"Anderson, Rodney (CIN, RB)® (R40)",225.33,194,194,"182, 206 (2)","Feb: 104.83, Mar: 131.33, Apr: 126.50, May: 182.17, Jun: 220.83, Jul: 221.00, Aug: 225.33, Dec: 233.25",0,0,0
2019,41,16,4.5,"Anderson, Bruce (TBB, RB)® (R41)",225.67,222.6,226.33,"196, 221, 229, 229, 238 (5)","May: 234.33, Jun: 223.33, Jul: 225.17, Aug: 225.67, Oct: 237.00",0,0,0
2019,42,17,4.6,"Crockett, Damarea (HOU, RB)® (R42)",227.17,220.25,220.25,"202, 217, 229, 233 (4)","May: 240.17, Aug: 227.17",0,0,0
2019,43,18,4.7,"Ollison, Qadree (ATL, RB, Age: 23)® (R43)",231.33,221.67,221.67,"204, 227, 234 (3)","May: 239.33, Jun: 237.33, Jul: 234.67, Aug: 231.33, Dec: 231.50",0,0,0
2019,44,19,4.8,"Weber, Mike (DAL, RB, Age: 22)® (R44)",231.83,213.5,213.5,"187, 240 (2)","Feb: 233.33, Mar: 182.50, Apr: 182.50, May: 226.17, Jun: 239.50, Jul: 231.83, Aug: 231.83",0,0,0
2019,45,18,4.9,"Harmon, Kelvin (WAS, WR, Age: 23)® (R45)",233.17,229.25,229.25,"225, 226, 229, 237 (4)","Feb: 66.50, Mar: 72.00, Apr: 87.50, May: 129.17, Jun: 202.17, Jul: 210.17, Aug: 233.17, Sep: 225.67, Oct: 216.50, Nov: 230.00, Dec: 168.75 ( 61 )",31,24,17
2019,46,20,4.1,"Scarlett, Jordan (CAR, RB)® (R46)",233.17,194,194,194 (1),"Mar: 238.33, Aug: 233.17",7,6,5
2019,47,19,4.11,"Jennings, Gary (SEA, WR)® (R47)",233.67,219,219,"208, 230 (2)","May: 233.50, Jun: 209.67, Jul: 226.33, Aug: 233.67",0,0,0
2019,48,20,4.12,"Meyers, Jakobi (NEP, WR)® (R48)",233.83,230.25,230.25,"221, 231, 232, 237 (4)","Aug: 233.83, Sep: 205.33, Oct: 206.75, Nov: 220.50, Dec: 176.25 ( 44 )",38,30,23
2019,49,21,5.1,"Holyfield, Elijah (CAR, RB)® (R49)",235.83,210,210,210 (1),"Feb: 129.50, Mar: 188.67, Apr: 223.17, May: 240.83, Aug: 235.83",0,0,0
2019,50,21,5.2,"Slayton, Darius (NYG, WR)® (R50)",235.83,230.67,230.67,"226, 227, 239 (3)","Jul: 233.83, Aug: 235.83, Oct: 193.75, Nov: 147.25, Dec: 120.25 ( 27 )",86,68,51
2019,51,22,5.3,"Johnson, Ty (DET, RB)® (R51)",235.83,230.67,230.67,"227, 230, 235 (3)","Aug: 235.83, Sep: 207.50, Oct: 222.50, Nov: 178.50, Dec: 217.00 ( 39 )",74,62,49
2019,52,6,5.4,"Oliver, Josh (JAC, TE)® (R52)",237.67,234.33,234.33,"228, 235, 240 (3)","May: 231.00, Jun: 203.33, Jul: 212.83, Aug: 237.67, Oct: 223.25, Nov: 226.75, Dec: 218.00",0,0,0
2019,53,22,5.5,"Winfree, Juwann (DEN, WR, Age: 23)® (R53)",238.5,226,226,226 (1),"Aug: 238.50, Sep: 237.17, Dec: 239.50",7,5,3
2019,54,23,5.6,"Ridley, Riley (CHI, WR, Age: 23)® (R54)",239,235,235,"231, 239 (2)","Feb: 165.67, Mar: 195.00, Apr: 202.33, May: 209.83, Jun: 233.83, Jul: 235.67, Aug: 239.00",0,0,0
2019,55,23,5.7,"Williams, Trayveon (CIN, RB, Age: 22)® (R55)",239.5,232,232,232 (1),"Feb: 162.83, Mar: 151.17, Apr: 180.67, May: 215.00, Jun: 231.67, Jul: 238.00, Aug: 239.50, Sep: 235.67, Oct: 237.75, Dec: 239.00",3,2,2
2019,56,7,5.8,"Warring, Kahale (HOU, TE, Age: 22)® (R56)",240.17,236,236,236 (1),"May: 231.17, Jun: 220.17, Jul: 228.50, Aug: 240.17, Oct: 236.00, Nov: 233.00, Dec: 224.75",29,23,17
2019,57,24,5.9,"Butler, Emmanuel (NOS, WR, Age: 23)® (R57)",240.33,237,237,237 (1),Aug: 240.33,0,0,0
2019,58,25,5.1,"Morgan, Stanley (CIN, WR, Age: 22)® (R58)",240.5,238,238,238 (1),Aug: 240.50,0,0,0
2019,59,4,5.11,"Grier, Will (CAR, QB, Age: 24)® (R59)",240.83,240,240,240 (1),"Mar: 238.50, May: 239.17, Jun: 233.00, Aug: 240.83",,,
2020,1,1,1.1,"Edwards-Helaire, Clyde (KCC, RB, Age: 21)® (R1)",5.5,5.5,5.75,"3, 4, 6, 6, 7, 7 (6)","Feb: 59.33, Mar: 60.17, Apr: 53.50, May: 13.50, Jun: 13.00, Jul: 15.50, Aug: 5.50, Sep: 5.33, Oct: 4.25, Nov: 6.50, Dec: 14.00",249,229,209
2020,2,2,1.2,"Taylor, Jonathan (IND, RB, Age: 21)® (R2)",14.67,14.67,15,"12, 14, 15, 15, 16, 16 (6)","Feb: 31.83, Mar: 18.17, Apr: 18.00, May: 14.67, Jun: 15.17, Jul: 16.00, Aug: 14.67, Sep: 11.17, Oct: 5.00, Nov: 6.50, Dec: 19.75 ( 13 )",236,219,202
2020,3,3,1.3,"Dobbins, J.K. (BAL, RB, Age: 21)® (R3)",26.5,26.5,27,"20, 20, 28, 29, 31, 31 (6)","Feb: 37.83, Mar: 32.17, Apr: 38.33, May: 20.67, Jun: 24.33, Jul: 24.83, Aug: 26.50, Sep: 29.00, Oct: 16.00, Nov: 18.50, Dec: 23.50",159,144,130
2020,4,4,1.4,"Swift, D'Andre (DET, RB, Age: 21)® (R4)",26.83,26.83,27.25,"21, 24, 24, 30, 31, 31 (6)","Feb: 25.00, Mar: 23.17, Apr: 29.17, May: 25.83, Jun: 33.50, Jul: 29.83, Aug: 26.83, Sep: 30.33, Oct: 31.50, Nov: 20.25, Dec: 10.50",153,126,98
2020,5,5,1.5,"Akers, Cam (LAR, RB, Age: 21)® (R5)",30.5,30.5,30,"26, 26, 29, 30, 35, 37 (6)","Feb: 48.17, Mar: 40.67, Apr: 47.33, May: 29.67, Jun: 30.83, Jul: 30.33, Aug: 30.50, Sep: 29.83, Oct: 31.00, Nov: 37.00, Dec: 44.75",212,196,180
2020,6,1,1.6,"Lamb, CeeDee (DAL, WR, Age: 21)® (R6)",44.5,44.5,44.75,"39, 42, 42, 47, 48, 49 (6)","Feb: 41.33, Mar: 36.50, Apr: 38.33, May: 35.83, Jun: 43.67, Jul: 44.17, Aug: 44.50, Sep: 44.17, Oct: 32.00, Nov: 12.75, Dec: 18.00",134,105,77
2020,7,2,1.7,"Jeudy, Jerry (DEN, WR, Age: 21)® (R7)",48.5,48.5,48.75,"45, 47, 49, 49, 50, 51 (6)","Feb: 41.17, Mar: 40.33, Apr: 46.00, May: 42.17, Jun: 47.83, Jul: 50.50, Aug: 48.50, Sep: 53.00, Oct: 45.00, Nov: 44.75, Dec: 42.75",159,127,96
2020,8,3,1.8,"Reagor, Jalen (PHI, WR, Age: 21)® (R8)",56,56,55.75,"50, 52, 54, 58, 59, 63 (6)","Feb: 57.33, Mar: 59.17, Apr: 77.67, May: 50.83, Jun: 61.33, Jul: 61.17, Aug: 56.00, Sep: 67.17, Oct: 60.75, Nov: 60.00, Dec: 57.75",40,32,23
2020,9,4,1.9,"Jefferson, Justin (MIN, WR, Age: 21)® (R9)",56.83,56.83,57.25,"47, 54, 57, 58, 60, 65 (6)","Feb: 105.33, Mar: 82.50, Apr: 68.67, May: 54.83, Jun: 58.50, Jul: 65.83, Aug: 56.83, Sep: 70.83, Oct: 49.00, Nov: 26.75, Dec: 19.00",160,130,100
2020,10,5,1.1,"Ruggs, Henry (LVR, WR, Age: 21)® (R10)",70.5,70.5,71,"63, 65, 72, 72, 75, 76 (6)","Feb: 74.00, Mar: 84.00, Apr: 74.67, May: 62.83, Jun: 79.50, Jul: 77.17, Aug: 70.50, Sep: 73.17, Oct: 69.25, Nov: 73.50, Dec: 98.25 ( 25 )",115,94,72
2020,11,6,1.11,"Aiyuk, Brandon (SFO, WR, Age: 22)® (R11)",83.67,83.67,84,"61, 63, 87, 93, 93, 105 (6)","Feb: 134.00, Mar: 133.50, Apr: 120.83, May: 83.17, Jun: 101.67, Jul: 101.67, Aug: 83.67, Sep: 94.17, Oct: 82.75, Nov: 62.50, Dec: 56.25",123,102,81
2020,12,6,1.12,"Vaughn, Ke'Shawn (TBB, RB, Age: 23)® (R12)",89.5,89.5,90.75,"80, 89, 91, 91, 92, 94 (6)","Feb: 129.00, Mar: 128.50, Apr: 134.17, May: 67.00, Jun: 80.00, Jul: 75.17, Aug: 89.50, Sep: 148.00, Oct: 167.00, Nov: 165.00, Dec: 182.25 ( 17 )",144,120,97
2020,13,7,2.1,"Higgins, Tee (CIN, WR, Age: 21)® (R13)",89.67,89.67,91,"71, 77, 94, 96, 97, 103 (6)","Feb: 77.17, Mar: 82.17, Apr: 87.00, May: 62.17, Jun: 82.67, Jul: 85.83, Aug: 89.67, Sep: 92.17, Oct: 79.00, Nov: 41.75, Dec: 28.00 ( 14 )",66,49,32
2020,14,8,2.2,"Pittman, Michael (IND, WR, Age: 23)® (R14)",90.17,90.17,89.5,"82, 84, 84, 90, 100, 101 (6)","Feb: 157.17, Mar: 158.33, Apr: 143.50, May: 71.17, Jun: 82.50, Jul: 89.33, Aug: 90.17, Sep: 88.50, Oct: 99.25, Nov: 93.00, Dec: 66.00 ( 27 )",115,87,59
2020,15,9,2.3,"Mims, Denzel (NYJ, WR, Age: 23)® (R15)",95.33,95.33,97,"74, 82, 98, 100, 108, 110 (6)","Feb: 157.83, Mar: 90.83, Apr: 91.33, May: 72.00, Jun: 90.67, Jul: 91.17, Aug: 95.33, Sep: 115.33, Oct: 109.75, Nov: 85.75, Dec: 63.25 ( 22 )",115,87,58
2020,16,7,2.4,"Dillon, AJ (GBP, RB, Age: 22)® (R16)",103.17,103.17,104.75,"92, 102, 104, 106, 107, 108 (6)","Feb: 168.00, Mar: 128.33, Apr: 125.17, May: 110.33, Jun: 115.67, Jul: 115.00, Aug: 103.17, Sep: 115.33, Oct: 150.00, Nov: 124.25, Dec: 118.25",90,79,67
2020,17,8,2.5,"Moss, Zack (BUF, RB, Age: 22)® (R17)",104.83,104.83,104.5,"85, 96, 103, 104, 115, 126 (6)","Feb: 87.83, Mar: 107.33, Apr: 120.50, May: 97.67, Jun: 112.83, Jul: 99.17, Aug: 104.83, Sep: 82.33, Oct: 101.25, Nov: 89.00, Dec: 82.50",7,5,3
2020,18,10,2.6,"Shenault, Laviska (JAC, WR, Age: 22)® (R18)",105.33,105.33,107.75,"87, 99, 108, 111, 113, 114 (6)","Feb: 80.67, Mar: 111.00, Apr: 105.33, May: 83.17, Jun: 99.17, Jul: 102.00, Aug: 105.33, Sep: 91.50, Oct: 79.00, Nov: 65.50, Dec: 71.25",1,0,-2
2020,19,9,2.7,"Gibson, Antonio (WAS, RB)® (R19)",111.33,111.33,111.25,"95, 107, 109, 109, 120, 128 (6)","Feb: 231.00, Mar: 146.83, Apr: 153.17, May: 125.33, Jun: 122.33, Jul: 116.17, Aug: 111.33, Sep: 72.67, Oct: 60.00, Nov: 42.25, Dec: 23.00 ( 19 )",19,16,13
2020,20,11,2.8,"Edwards, Bryan (LVR, WR, Age: 22)® (R20)",118.5,118.5,119.75,"107, 117, 119, 121, 122, 125 (6)","Feb: 98.00, Mar: 125.50, Apr: 128.00, May: 98.17, Jun: 109.00, Jul: 110.67, Aug: 118.50, Sep: 87.17, Oct: 134.50, Nov: 99.75, Dec: 95.75",0,0,0
2020,21,1,2.9,"Burrow, Joe (CIN, QB, Age: 23)® (R21)",118.83,118.83,118.75,"102, 102, 120, 121, 132, 136 (6)","Feb: 127.67, Mar: 132.33, Apr: 112.17, May: 96.50, Jun: 110.50, Jul: 114.67, Aug: 118.83, Sep: 110.00, Oct: 99.25, Nov: 85.75, Dec: 88.75",139,139,139
